source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,DOI,audit_flags,sample_type
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"KQ-02, Asia",43.241,117.378,1135.0,-80.0,,,29,-192.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"BYQ-01, Asia",43.299,118.302,691.0,-73.0,,,29,-196.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"PS-02, Asia",43.335,125.976,298.0,-60.0,,,29,-190.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TL-09, Asia",43.547,121.709,208.0,-63.0,,,29,-177.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TL-07, Asia",43.624,121.787,200.0,-63.0,,,29,-171.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TL-03, Asia",43.624,121.786,198.0,-63.0,,,29,-178.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"KL-04, Asia",43.642,120.887,262.0,-66.0,,,29,-184.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"KL-01, Asia",43.647,120.94,259.0,-66.0,,,29,-177.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TL-01, Asia",43.751,122.602,162.0,-61.0,,,29,-176.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AQ-01, Asia",43.838,119.959,525.0,-71.0,,,29,-202.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AQ-02, Asia",43.839,119.959,525.0,-71.0,,,29,-172.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AQ-03, Asia",43.839,119.959,527.0,-71.0,,,29,-185.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Lu et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AQ-05, Asia",43.839,119.959,526.0,-71.0,,,29,-212.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (McFarlin et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"PLK, North America",63.8,-51.19,76.0,-107.0,7.0,,29,-206.1,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (McFarlin et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"RTL5, North America",66.98,-50.92,65.0,-135.0,14.0,,29,-250.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (McFarlin et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"RTL2, North America",67.14,-50.08,449.0,-148.0,11.0,,29,-224.3,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Mugler et al 2008),ETH Zurich: doi:10.3929/ethz-b-000412154,"Tibet 4 (CJ), Asia",30.9,90.87,4718.0,-139.0,4.0,,29,-255.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Sarnen, Europe",46.869,8.219,469.0,-66.0,,,29,-143.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Rot, Europe",47.07,8.314,419.0,-65.0,2.0,,29,-200.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Soppen, Europe",47.09,8.081,496.0,-68.0,1.0,,29,-200.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mauen, Europe",47.171,8.076,522.0,-67.0,1.0,,29,-200.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Baldegg, Europe",47.2,8.26,463.0,-66.0,2.0,,29,-199.7,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Nelson et al., 2018)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Greifen, Europe",47.354,8.672,439.0,-66.0,2.0,,29,-193.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,1727.0,-23.0,,,29,-114.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,2239.0,-30.0,,,29,-136.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,2124.0,-29.0,,,29,-140.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,2999.0,-41.0,,,29,-144.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,2764.0,-38.0,,,29,-149.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,2068.0,-28.0,,,29,-152.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Peterse et al., 2009)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Kilimanjaro, Africa",-3.0,37.0,1967.0,-27.0,,,29,-156.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Potosi, South America",-19.64,-65.69,4640.0,-112.0,,,29,-206.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Lago Taypi Chaka Kkota, South America",-16.2,-68.35,4300.0,-105.0,,,29,-228.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Los Lirios, South America",8.31,-71.82,2305.0,-67.0,,,29,-164.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna de La Pata, South America",8.65,-70.93,3980.0,-91.0,,,29,-189.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Misteque, South America",8.72,-70.88,3804.0,-88.0,12.0,,29,-196.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Michurao Alto, South America",8.73,-70.86,3738.0,-87.0,12.0,,29,-188.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Royal ¢___D¢__¥, South America",8.73,-70.87,3764.0,-87.0,12.0,,29,-199.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Arenales Alta, South America",8.73,-71.19,4005.0,-93.0,12.0,,29,-186.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Negra, South America",8.79,-70.81,3460.0,-82.0,,,29,-177.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Mucubaji, South America",8.8,-70.83,3570.0,-84.0,11.0,,29,-192.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Grande delos Patos, South America",8.81,-70.95,4190.0,-95.0,,,29,-191.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna La Cura, South America",8.81,-70.95,4230.0,-95.0,14.0,,29,-187.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Verdes Baja, South America",8.86,-70.87,4170.0,-94.0,,,29,-185.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Verdes Medio, South America",8.86,-70.87,4192.0,-94.0,14.0,,29,-180.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Laguna Zapatera, North America",11.77,-85.85,32.0,-32.0,2.0,,29,-159.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Owens Lake, North America",36.49,-117.89,1147.0,-85.0,4.0,,29,-191.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Lake Crowley, North America",37.58,-118.73,2058.0,-103.0,,,29,-238.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mono Lake, North America",37.94,-119.03,1899.0,-99.0,2.0,,29,-194.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Emerald Lake, North America",39.07,-111.49,3093.0,-120.0,,,29,-204.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S. Grizzly Lake, North America",39.69,-107.33,3239.0,-111.0,,,29,-206.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Blue (Eagle) Lake, North America",39.75,-106.76,2536.0,-98.0,,,29,-208.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Bison Lake, North America",39.76,-107.34,3276.0,-112.0,,,29,-206.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Waddell Lake, North America",48.43,-120.82,1500.0,-109.0,,,29,-217.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Rainy Lake, North America",48.5,-120.73,1460.0,-111.0,,,29,-210.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Polissar & Freeman, 2010)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Berdeen Lake, North America",48.71,-121.47,1561.0,-105.0,6.0,,29,-200.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Lago Gradnde di Monticchio, Europe",40.92,15.61,674.0,-48.0,,,29,-180.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Lago di Mezzano, Europe",42.62,11.77,466.0,-41.0,,,29,-167.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Lago di Massachiucoli, Europe",43.84,10.32,18.0,-36.0,,,29,-159.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Grystinge, Europe",55.56,11.68,30.0,-65.0,,,29,-201.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"P¥_¥_jarvi, Europe",61.06,25.09,151.0,-88.0,,,29,-205.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Syrj¥_nalunen, Europe",61.18,25.13,156.0,-88.0,,,29,-207.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Kiuvaj¥_rvi, Europe",61.84,24.27,149.0,-89.0,,,29,-205.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Tunturilampi, Europe",67.35,27.17,293.0,-99.0,,,29,-227.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Hirvii¥_nkurunlampi, Europe",67.37,26.86,178.0,-98.0,,,29,-215.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Keitjoru, Europe",68.67,21.51,428.0,-114.0,,,29,-230.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Sachse et al., 2004)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Oikoj¥_rvi, Europe",68.84,21.17,463.0,-115.0,,,29,-221.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"OSSA, Africa",3.77,10.0,17.0,-14.0,,,29,-152.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"DEBU, Africa",4.1,8.98,70.0,-14.0,,,29,-166.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"BARO, Africa",4.65,9.41,304.0,-17.0,,,29,-148.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TIZO, Africa",7.25,13.58,1155.0,-27.0,,,29,-170.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"MAMG, Africa",8.39,13.71,322.0,-22.0,,,29,-181.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"RHUM, Africa",10.51,13.58,1028.0,-33.0,,,29,-184.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Schwab et al., 2015)",ETH Zurich: doi:10.3929/ethz-b-000412154,"MORA, Africa",11.05,14.15,438.0,-23.0,,,29,-188.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Wang et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Tibetan plateau, Asia",31.4,96.4,3969.0,-113.0,,,29,-240.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Wu et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Wayquecha, South America",-13.19255,-71.58795,3015.0,-116.0,,,29,-203.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Wu et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"San Pedro, South America",-13.049,-71.537,1500.0,-92.0,,,29,-181.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Wu et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Villa Carmne, South America",-12.8961,-71.4183,614.0,-77.0,,,29,-184.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Wu et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Los Amigos, South America",-12.5588,-70.0993,286.0,-63.0,,,29,-173.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU11106SoA, Asia",26.81,87.22,225.0,-36.0,,,29,-148.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU11004So, Asia",27.35,87.19,315.0,-37.0,,,29,-115.7,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU11011So, Asia",27.39,87.13,412.0,-38.0,,,29,-128.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU11020So, Asia",27.47,87.15,448.0,-39.0,,,29,-147.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU11034SoA, Asia",27.52,87.2,708.0,-43.0,,,29,-159.3,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU12136So, Asia",27.62,87.24,2006.0,-63.0,,,29,-173.3,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU12037So, Asia",27.67,87.36,1080.0,-49.0,,,29,-173.5,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU12068So, Asia",27.75,87.41,2091.0,-65.0,,,29,-178.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU12090So, Asia",27.81,87.42,2578.0,-73.0,,,29,-182.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"ARU12099So, Asia",27.84,87.4,2196.0,-67.0,,,29,-176.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"J9, Asia",28.31,84.3,2500.0,-81.0,,,29,-179.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"J11, Asia",28.4,84.15,4000.0,-105.0,,,29,-228.9,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"J8, Asia",28.4,84.26,3930.0,-104.0,,,29,-209.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK18, Asia",30.1,79.44,1176.0,-56.0,,,29,-157.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK20, Asia",30.14,79.37,1175.0,-56.0,,,29,-166.9,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK8, Asia",30.24,78.86,635.0,-49.0,,,29,-167.1,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK22, Asia",30.29,79.5,1635.0,-62.0,,,29,-150.8,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK25, Asia",30.31,79.32,927.0,-51.0,,,29,-127.1,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK29, Asia",30.62,79.82,2628.0,-76.0,,,29,-173.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK28, Asia",30.69,79.89,2897.0,-80.0,,,29,-228.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"AK32/33, Asia",30.77,79.49,3155.0,-83.0,,,29,-175.9,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S5, Asia",31.36,77.38,729.0,-47.0,,,29,-140.8,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S127 sp1, Asia",31.39,76.88,475.0,-43.0,,,29,-147.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S9, Asia",31.4,77.64,937.0,-50.0,,,29,-157.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S55, Asia",31.4,78.35,3120.0,-83.0,,,29,-156.1,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S60, Asia",31.43,78.28,2770.0,-78.0,,,29,-174.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S14, Asia",31.45,77.55,1170.0,-54.0,,,29,-179.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S26, Asia",31.51,77.76,1238.0,-55.0,,,29,-140.6,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S22, Asia",31.52,77.7,1228.0,-55.0,,,29,-163.8,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (van der Veen et al., 2020)",ETH Zurich: doi:10.3929/ethz-b-000412154,"S41, Asia",31.55,77.91,1521.0,-59.0,,,29,-157.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd et al. 2021,Manual extraction,"Lake Hut, Grande Terre, New Caledonia",-22.2609,166.9526,,-15.0,,,29,-161.0,2.0,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Emaotul Lake, Efate, Vanuatu",-17.7342,168.4151,,-36.0,,,29,-152.0,9.0,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Otas Lake, Efate, Vanuatu",-17.6945,168.585,,-34.0,,,29,-154.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Onetahi Pond, Tetiaroa, French Polynesia",-17.0207,-149.5919,,-25.0,,,29,-139.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Nopovois Pond, Espiritu Santo, Vanuatu",-15.497,166.7357,,-40.0,,,29,-154.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Vesalea Pond, Espiritu Santo, Vanuatu",-15.1589,166.6549,,-40.0,,,29,-157.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"White Lake, Thion, Vanuatu",-15.041,167.0892,,-35.0,,,29,-174.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Lake Lanoto'o, Upolu, Samoa",-13.9109,-171.8274,,-34.0,,,29,-159.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Lake Tavara, Tetepare, Solomon Islands",-8.7029,157.4503,,-46.0,,,29,-162.0,,Both,10.1029/2020JG005891,Missing: elevation,Lake sediment
Ladd et al. 2021,Manual extraction,"Sapwalap Swamp, Pohnpei, Micronesia",6.88,158.3,0.0,-33.0,,,29,-150.0,5.0,Both,10.1029/2020JG005891,OK,Swamp sediment
